Feature ID,Feature Name,User Story,Expected Behaviour,Edge Cases,Test Cases,Current Status,Defect Count,Severity,Notes,Last Tested Date
KIT-SCENE-004,Weather enum (habitat chrome),As a scenery host I need the closed weather set for stage atmosphere only.,weather array: clear haze night sparks scan rain. Stage.weather must be one of these. Weather never recolors the mark; not external automation.,Using rain as recipe weather-from-world; inventing fog; painting eyes from weather.,TC-KIT-SCENE-004a; TC-KIT-SCENE-004b; TC-KIT-SCENE-004c,Tested,0,n/a,PASS vs SCENERY: rain documented as overlay-only. Recipes later plate ≠ scene weather.,2026-09-25
KIT-SCENE-005,Prop kinds closed set,As a décor author I need the closed propKind vocabulary including garden repoBranch.,propKinds: block shelf lamp crate screen antenna moon barrier cable repoBranch. Stock stage props only use kinds in set.,Inventing chair/desk kinds silently; placing repoBranch without growth schema awareness.,TC-KIT-SCENE-005a; TC-KIT-SCENE-005b; TC-KIT-SCENE-005c,Tested,0,n/a,repoBranch intentional unused in stock stages (overlay).,2026-09-25
KIT-SCENE-006,Seven-stage strip catalog,As a habitat host I need the seven rooms nightwatch→rooftop with geometry props and weather.,stages[7] ids nightwatch dock desk workshop archives gate rooftop; each has index id label hint x width center weather props[]. Geometry consistent with stageWidthPx.,Renaming stage ids (breaks recipe/command maps); shifting x without updating worldWidth.,TC-KIT-SCENE-006a; TC-KIT-SCENE-006b; TC-KIT-SCENE-006c,Tested,0,n/a,archives never in legacyFaceBridge — not an orphan; habitat vocabulary for look/pgeon. Recipe-compatible stage ids.,2026-09-25
KIT-SCENE-007,Emotion catalog (16),As a scene author I need emotion ids with tone/eyes/motion/hint for SceneIntent.emotion.,emotions[16]: idle curious focused happy proud mischievous worried confused startled embarrassed frustrated determined relieved sleepy alert sad.,Unknown emotion → fallbacks.unknownEmotion=curious; inventing parallel emotion tables.,TC-KIT-SCENE-007a; TC-KIT-SCENE-007b; TC-KIT-SCENE-007c,Tested,0,n/a,Unbridged emotions alert/relieved/sad/startled are intentional habitat vocab (not orphans). muted tone used by some emotions.,2026-09-25
KIT-SCENE-008,Action catalog (22),As a scene author I need action ids with motion/pose/fx/hint for SceneIntent.action and presence data-motion.,actions[22]: idle blink walk run think scan type read point wave jump crouch lookBack celebrate shakeHead nod search wait sleep carry peek climb.,Unknown action → fallbacks.unknownAction=wait; inventing parallel motion expression unions in adapters.,TC-KIT-SCENE-008a; TC-KIT-SCENE-008b; TC-KIT-SCENE-008c,Tested,0,n/a,Recipe-compatible: then.action and data-motion share action ids. Unbridged actions are habitat expansion.,2026-09-25
KIT-SCENE-009,Legacy face bridge (15 faces → scene intents),As a host still emitting compact face ids I need a deterministic map into emotion/action/stage/facing.,legacyFaceBridge keys === mark.faces keys (15). Values reference valid emotion/action and optional stage/facing. No orphan faces or bridge keys.,Face id with missing emotion target; doc claiming dock stage for idle/blink while kit omits stage.,TC-KIT-SCENE-009a; TC-KIT-SCENE-009b; TC-KIT-SCENE-009c; TC-KIT-SCENE-009d,Tested,0,n/a,DEFECT-DOC-001 Fixed 2026-09-25: TERMINAL-MOTION idle/blink stage=— (keep-current); kit legacyFaceBridge omits stage. Prefer doc fix; kit untouched.,2026-09-25
KIT-SCENE-010,Scene fallbacks,As a runner I need safe behavior for unknown ids without crashing the buddy UI.,fallbacks.unknownEmotion=curious; unknownAction=wait; unknownStage='keep-current'.,Teleporting to fake stage; crashing on unknown recipe face (runners warn only — design).,TC-KIT-SCENE-010a; TC-KIT-SCENE-010b; TC-KIT-SCENE-010c,Tested,0,n/a,Aligned with TERMINAL-MOTION + RECIPES unknown-id guidance.,2026-09-25
KIT-GARDEN-001,Garden growth scale 0..5,As a host overlaying repos-as-branches I need an integer growth scale with labels.,garden.metaphor repos-as-growing-branches; propKind repoBranch; growth min=0 max=5 type=integer default=0; steps seed sprout sapling young branching canopy.,Non-integer growth; values outside 0..5; dual growth tables beside kit.,TC-KIT-GARDEN-001a; TC-KIT-GARDEN-001b; TC-KIT-GARDEN-001c,Tested,0,n/a,Recipe then.growth design targets this field; growth ≠ weather ≠ mark fill.,2026-09-25
KIT-GARDEN-002,Garden silhouette height map,As a renderer I need recommended h(g)=h0+g*dh for repoBranch silhouettes.,silhouetteHeightPx formula h(g)=h0+g*dh; h0Px=12 dhPx=12 → h(3)=48. Hosts may fork; authored prop h wins.,Using growth to paint mark fill; ignoring authored h.,TC-KIT-GARDEN-002a; TC-KIT-GARDEN-002b; TC-KIT-GARDEN-002c,Tested,0,n/a,scene.json 1.6.1 added this map.,2026-09-25
KIT-GARDEN-003,Garden propFields + no GitHub bridge,As a kit consumer I need the prop field contract and certainty kit never calls GitHub.,propFields.kind=repoBranch; required kind x y; optional w h growth label; growth omit→default. bridge.github=false.,Embedding GitHub tokens in kit; treating kit as live stats source.,TC-KIT-GARDEN-003a; TC-KIT-GARDEN-003b; TC-KIT-GARDEN-003c,Tested,0,n/a,Live stats = host overlay when recipes plate lands.,2026-09-25
KIT-RECIPE-001,Recipe-compatible vocabulary seams (later plate),As a future recipe runner I need face/action/stage/growth/mood ids to remain the shared brick vocabulary.,"Design-only in RECIPES.md. then may set face|action|stage|mood|growth. Face ids ⊂ mark.faces; stage/action ⊂ scene; growth 0..5 or {prop,value}. Not scene weather; not mark fill. v1 ships without recipe runner; demotion ≠ disconnection.",Orphaning face ids; inventing parallel expression tables in adapters; treating recipes as v1 hero.,TC-KIT-RECIPE-001a; TC-KIT-RECIPE-001b; TC-KIT-RECIPE-001c,Tested,0,n/a,Kit owns seams (ids); Apps would own runner UI later. Hold kit JSON churn.,2026-09-25
KIT-VAL-001,check-consumers gate,As a maintainer I need a fail-closed check that known consumers do not fork kit numbers.,node kit/check-consumers.mjs reads mark+scene; asserts mascot invariants; when console/ present asserts STAGE_WIDTH anchorRatio walk/run camera ratios no STAGE_SEED dual tables import kit/scene.json + registerFromKit habitat APIs and every propKind string. Never invents values.,Console absent → skip console asserts still OK; any mismatch → exit 1.,TC-KIT-VAL-001a; TC-KIT-VAL-001b; TC-KIT-VAL-001c,Tested,0,n/a,Recorded PASS at tip 22075e9: mark v1.6.0 scene v1.6.1 stages=7 console habitat aligned.,2026-09-25
KIT-VAL-002,Grid/habitat sim lock script,As a maintainer I need numeric cross-check of geometry motion garden vs docs.,scripts/sim-grid-habitat.py (sibling tool) locks geometry/motion/Monte Carlo/garden/doc↔kit; report scripts/sim-grid-habitat-report.json. Documented in CHANGELOG 1.6.1 + kit/README.,Docs inventing numbers not in kit.,TC-KIT-VAL-002a; TC-KIT-VAL-002b,Tested,0,n/a,Not under kit/ but kit-facing validation dependency.,2026-09-25
KIT-VER-001,Kit JSON versioning,As a consumer I need version fields to know which schema I loaded.,mark.json version 1.6.0; scene.json version 1.6.1 (garden.silhouetteHeightPx). CHANGELOG narrates bumps.,Bumping mark without faces/schema change; silent dual version in hosts.,TC-KIT-VER-001a; TC-KIT-VER-001b; TC-KIT-VER-001c,Tested,0,n/a,Unix: data only; version is metadata on the SoT files.,2026-09-25
KIT-DEP-001,Console registerFromKit / register* contract,As Apps I must load habitat catalogs from kit and expose registerEmotion/Action/Stage overlays — kit does not own console screens.,Consumer contract: console/src/lib/scene.ts imports kit/scene.json; registerFromKit seeds catalogs; registerEmotion/registerAction/registerStage/SceneIntent remain extension surface; LEGACY_INTENT from legacyFaceBridge; PropKind includes repoBranch + growth 0..5.,Reintroducing STAGE_SEED/EMOTION_SEED/ACTION_SEED dual tables; Casque strings; omitting propKind.,TC-KIT-DEP-001a; TC-KIT-DEP-001b; TC-KIT-DEP-001c,Tested,0,n/a,OUT OF SCOPE for kit ownership: register* UI screens. Documented as DEPENDENCY of kit exports.,2026-09-25
KIT-DEP-002,Adapters mark/ansi/react/presence consume mark+action ids,As a port author I use thin adapters that read kit data and emit strings/ANSI/React/presence attrs without forking tables.,adapters/mark from-kit: face→lines/eyes; unknown→idle; mergeMark overlay. ansi tones from mood. react data-face/stage/action/motion/state string ids. presence CSS keys subset of action ids.,Inventing wink as second face table without mergeMark; parallel motion unions.,TC-KIT-DEP-002a; TC-KIT-DEP-002b; TC-KIT-DEP-002c,Tested,0,n/a,Adapters are Unix filters; kit remains SoT. Recent tip fix: facing wins deep mergeMark.,2026-09-25
KIT-DEP-003,Brand markdown narration contract,As a reader I need root brand docs to narrate kit numbers without inventing parallel id tables.,BRAND/GARDEN/RECIPES/PORTING/SCENERY/STYLEGUIDE/TERMINAL-MOTION/CHANGELOG point at kit/mark.json + kit/scene.json as machine SoT; system-graph tip a31587a keeps recipe seams open.,Doc claim not in kit; kit id undocumented in graph docs.,TC-KIT-DEP-003a; TC-KIT-DEP-003b; TC-KIT-DEP-003c,Tested,0,n/a,See ID-VOCAB-REVIEW. DEFECT-DOC-001 Fixed (TERMINAL-MOTION — / keep-current). Kit JSON untouched.,2026-09-25
KIT-MARK-010,Face motion closed vocabulary,As an adapter author I need the closed set of face.motion values so hosts do not invent wink-timers as kit motions.,Every faces.*.motion is null|pulse|bounce|shake. Motion key always present (may be null). Blink uses motion null (host timer guidance only).,Inventing sway/hop on faces; treating auto-blink interval as kit constant.,TC-KIT-MARK-010a; TC-KIT-MARK-010b; TC-KIT-MARK-010c,Tested,0,n/a,STYLEGUIDE: auto-blink 6–14s is host guidance only. Face motions ≠ action motions ≠ emotion motions.,2026-09-25
KIT-SCENE-011,Emotion eyes/tone/optional-motion schema,As a scene author I need emotion records with eyes[2] tone hint and optional motion including muted tone.,emotions[].eyes length 2; tone ∈ idle|accent|ok|warn|err|muted; optional motion ∈ pulse|bounce|sway|shake; TERMINAL-MOTION catalog rows match kit eyes/tone/motion.,Treating muted as mark moodColorsUiOnly key; inventing emotion motion hop; doc eyes drifting from kit.,TC-KIT-SCENE-011a; TC-KIT-SCENE-011b; TC-KIT-SCENE-011c,Tested,0,n/a,Deepens KIT-SCENE-007. muted is scene/host tone only.,2026-09-25
KIT-SCENE-012,Action motion/pose/fx closed vocabularies,As a presence/CSS host I need closed action.motion pose fx sets so adapters do not invent parallel unions.,actions[].motion ∈ none|bob|pulse|sway|bounce|hop|shake; pose ∈ stand|lean|jump|crouch; fx ∈ none|think|scan|type|wave|spark|search|sleep. TERMINAL-MOTION action table matches kit.,Inventing fly pose; presence CSS motion id outside actions.,TC-KIT-SCENE-012a; TC-KIT-SCENE-012b; TC-KIT-SCENE-012c,Tested,0,n/a,Deepens KIT-SCENE-008. data-motion ids ⊂ action ids (not action.motion strings).,2026-09-25
KIT-SCENE-013,scene.source provenance,As a maintainer I need the historical extraction note without treating console as live SoT.,scene.source is a non-empty string referencing historical console scene.ts path; SCENERY/TERMINAL-MOTION state console is historical and must align to kit.,Treating console literals as SoT; deleting source without updating narrators.,TC-KIT-SCENE-013a; TC-KIT-SCENE-013b; TC-KIT-SCENE-013c,Tested,0,n/a,Metadata only; kit JSON remains live SoT.,2026-09-25
KIT-SCENE-014,Stock stage prop layout fields,As a décor renderer I need every stock prop to carry kind x y w h inside the stage strip.,Every stages[].props[] has kind∈propKinds and numeric x y w h; w h > 0; x within [0 stageWidthPx] band (soft). repoBranch still unused in stock.,Props missing geometry; negative sizes; inventing fields that replace growth schema.,TC-KIT-SCENE-014a; TC-KIT-SCENE-014b; TC-KIT-SCENE-014c,Tested,0,n/a,Complements KIT-SCENE-005/006. Garden overlay props may add growth/label.,2026-09-25
KIT-VAL-003,CI kit-qa workflow gate,As a maintainer I need GitHub Actions to run check-consumers + kit/qa/run-tests on push/PR.,`.github/workflows/kit-qa.yml` exists; runs node kit/check-consumers.mjs then node kit/qa/run-tests.mjs on Node 22; no app install matrix.,Deleting workflow; replacing with console-only CI that skips kit SoT.,TC-KIT-VAL-003a; TC-KIT-VAL-003b; TC-KIT-VAL-003c,Tested,0,n/a,Added Phase 4; matrixed Phase 6. Not an Apps UI pipeline.,2026-09-25
KIT-DEP-004,BRAND-RULES narration contract,As a brand reproducer I need BRAND-RULES.md to narrate clearspace/min-size/mood UI-only without inventing parallel numbers.,BRAND-RULES points at kit/mark.json moodColorsUiOnly; states mascot unnamed; clearspace one block-row; digital min 24px.,Inventing second clearspace fraction; naming the mascot; Casque as brand voice.,TC-KIT-DEP-004a; TC-KIT-DEP-004b; TC-KIT-DEP-004c,Tested,0,n/a,Was omitted from KIT-DEP-003 narrator list; Linear-minimal — no kit JSON churn.,2026-09-25
KIT-DEP-005,Adapter facing-wins contract,As a port author I need linesFor/lockup so desired facing always wins over faces.*.mirrored storage.,adapters/mark from-kit: facing left|right; idle+left uses mirroredIdle hood; loadingLeft+right yields canonicalIdle body; unknown face→idle.,Mirroring eyes only; treating mirrored:true as output facing.,TC-KIT-DEP-005a; TC-KIT-DEP-005b; TC-KIT-DEP-005c,Tested,0,n/a,PORTING facing-wins. Executable gap closed Phase 6; kit JSON untouched.,2026-09-25
KIT-SCENE-015,Geometry formula object SoT,As a habitat host I need explicit stageOrigin/restPoint/worldWidth formula strings in kit so docs do not invent rest math.,geometry.formula has stageOrigin restPoint worldWidth strings; stage x_i=i*W and c_i=x_i+restOffsetPx hold; worldWidth=N*W.,Encoding 0.5W rest in formula; inventing parallel formula keys; drifting stage.x from i*W.,TC-KIT-SCENE-015a; TC-KIT-SCENE-015b; TC-KIT-SCENE-015c,Tested,0,n/a,Deepens KIT-SCENE-001/006. Formula strings were present but never matrixed.,2026-09-25
KIT-SCENE-016,Motion derived timing identities,As a locomotion host I need patrolSpan and adjacent/full timing identities locked to speeds and W.,patrolSpanPx=W-insetL-insetR; adjacentStageWalkSec≈W/walk; adjacentStageRunSec≈W/run; fullPatrolSec≈span/patrol (one-way).,Storing round-trip 2*span/vp as fullPatrol; walk timing computed from run speed; dual timing tables in hosts.,TC-KIT-SCENE-016a; TC-KIT-SCENE-016b; TC-KIT-SCENE-016c,Tested,0,n/a,Mirrored in sim-grid-habitat; now executable in kit/qa too. No kit JSON churn.,2026-09-25
KIT-MARK-011,Face eyes slot embedded in lines,As a mark renderer I need eyes[2] to match the eye slot in lines[1] so glyphs ARE the mark.,Right-facing: lines[1] cols 4–5 === eyes; mirrored loadingLeft: cols 1–2 === eyes. Mid-row always 5 cells.,Eyes only in faces.eyes without lines; inventing eye columns outside CONSTRUCTION slot.,TC-KIT-MARK-011a; TC-KIT-MARK-011b; TC-KIT-MARK-011c,Tested,0,n/a,CONSTRUCTION narrates eye slot; Phase 6 missed executable parity.,2026-09-25
KIT-DEP-006,CONSTRUCTION.md narration contract,As a brand reproducer I need CONSTRUCTION to narrate grid/codepoints/canonical idle and point at kit/mark.json.,CONSTRUCTION.md points at kit/mark.json; narrates 5×3 U+259A/U+2588/canonical stack; mascot unnamed.,Inventing parallel codepoint table; omitting kit pointer while restating numbers.,TC-KIT-DEP-006a; TC-KIT-DEP-006b; TC-KIT-DEP-006c,Tested,1,low,DEFECT-DOC-003 Fixed this loop (added kit/mark.json Related pointer).,2026-09-25
KIT-DEP-007,kit/README.md SoT narration,As a porter I need kit/README to name mark+scene bricks and point at check-consumers + sim-grid.,kit/README.md lists mark.json/scene.json; garden brick; presence ladder; check-consumers + sim-grid-habitat; never Casque / no secrets.,Silent second constant tables; omitting alignment gates.,TC-KIT-DEP-007a; TC-KIT-DEP-007b; TC-KIT-DEP-007c,Tested,0,n/a,Was in ID-VOCAB narrators list but never matrixed as DEP feature.,2026-09-25
KIT-DEP-008,HABITAT-PORT SoT currency,As a maintainer I need the habitat port note to not claim dual STAGE_SEED or a stale kit version.,HABITAT-PORT points at kit/scene.json live version; narrates registerFromKit; forbids claiming console STAGE_SEED beside kit.,Hardcoding v1.5.0; claiming STAGE_SEED dual table as current monorepo SoT.,TC-KIT-DEP-008a; TC-KIT-DEP-008b; TC-KIT-DEP-008c,Tested,1,low,DEFECT-DOC-002 Fixed this loop (registerFromKit + live 1.6.1; no dual seed).,2026-09-25
CON-ROUTE-001,Home route `/`,As an operator I open / and get the terminal buddy.,createFileRoute('/') renders <Mininja />. Title from root head is Mininja.,Empty layout if Mininja throws; auth wrapper still mounts.,SUITE-CON-ROUTE-001: route mounts Mininja; head title Mininja; see qa/monorepo-test-cases.csv,Tested,0,high,Apps surface. Old F23.; source-level Phase3 (no Selenium/UI rewrite),2026-09-25
CON-ROUTE-002,Login route `/login`,As an operator I can open /login to sign in when auth is enabled.,"Route renders Sign in. If VITE_AUTH_ENABLED===false shows 'Sign-in is disabled.' Else buttons Continue with {provider.label} calling signIn(providerId, {callbackURL:'/'}).",Auth off; missing providers; popup vs redirect in live preview.,SUITE-CON-ROUTE-002: authEnabled false copy; true renders GROK_PROVIDERS buttons; see qa/monorepo-test-cases.csv,Tested,0,medium,Apps. Old F24. Not linked from home.; source-level Phase3 (no Selenium/UI rewrite),2026-09-25
CON-ROUTE-003,Auth API catch-all `/api/auth/$`,As a client I hit Better Auth handlers under /api/auth/*.,File route createFileRoute('/api/auth/$') delegates to better-auth server handlers.,Unauthenticated; CSRF; preview vs deployed secrets.,SUITE-CON-ROUTE-003: route exists; handler wired to auth export; see qa/monorepo-test-cases.csv,Tested,0,high,APIs. No secrets in tree.; source-level Phase3 (no Selenium/UI rewrite),2026-09-25
CON-ROUTE-004,Document head & share meta,As someone sharing a link I get titled page and theme color.,__root head: utf-8 viewport title Mininja theme-color #0E0F12 favicon.svg IBM Plex Mono; og:image/twitter:image only if VITE_PUBLIC_HOSTNAME set; og:type website (not x:game).,Missing host → no og:image; brand-check may warn for canvas/game apps.,SUITE-CON-ROUTE-004: head fields; og conditional on hostname; see qa/monorepo-test-cases.csv,Tested,0,low,Apps/docs: brand-check still expects og:type x:game for canvas — console is buddy not game. Flag Apps if product wants game card. Old F26.; source-level Phase3 (no Selenium/UI rewrite) · Apps fixed a34f103; Phase5 regress green.,2026-09-25
CON-ROUTE-005,Error recovery screen,As an operator I see a recovery screen if a route throws.,AppErrorComponent shows TriangleAlert + Something went wrong + error.message. Uses zinc light/dark tokens not Hubzz bg/fg.,Empty message fallback copy.,SUITE-CON-ROUTE-005: renders message; Linear-bar token drift noted; see qa/monorepo-test-cases.csv,Tested,0,low,DEFECT-CON-UI-001 style drift (zinc vs Hubzz) — Apps/Linear owns fix; report-only. Old F25.; source-level Phase3 (no Selenium/UI rewrite) · Apps fixed a34f103; Phase5 regress green.,2026-09-25
CON-BOOT-001,Boot sequence,As an operator I see the lockup arrive before commands.,"Boot steps 0–6; beats [700,1100,800,550,450,450]. Step1 banner; step2 blink 150ms; step3 wave+alert; step4+ command list START; step6 idle+prompt. prefers-reduced-motion jumps to boot 6.",Unmount mid-boot; clicks before ready ignored; reduce true skips timers.,SUITE-CON-BOOT-001: reduce→6; full beats; ignore pre-ready run; see qa/monorepo-test-cases.csv,Tested,0,medium,Apps. Old F01. Timers from mininja.tsx.; source-level Phase3 (no Selenium/UI rewrite),2026-09-25
CON-BANNER-001,Habitat banner strip,As an operator I see the seven-stage world strip with props and weather.,Banner renders listStages() world of width worldWidth(); StageSilhouette + Prop per stage; weather class from stage.weather; actor at stageCenter; camera follows. Loads catalogs via registerFromKit from kit/scene.json.,Unknown stage keep-current; reduce teleports; resize updates viewW.,SUITE-CON-BANNER-001: 7 stages painted; props kind/x/y/w/h; camera translate3d; see qa/monorepo-test-cases.csv,Tested,0,critical,Apps habitat UI. Kit SoT via scene.ts. Linear.app quality bar.; source-level Phase3 (no Selenium/UI rewrite),2026-09-25
CON-BANNER-002,Banner locomotion walk/run/patrol,As an operator I see the mark walk/run between stages and patrol when idle.,RAF loop: gap>6 → walk 170 or intensity>=2 run 280 px/s facing toward dest; arrive epsilon 6; idle+ready+no line → patrol ±26 px/s within stage insets 56 / width-90; camera look-ahead ~0.35 viewW. reduce skips RAF and snaps.,Rapid go commands; reduce mid-travel; offline overrides scene.,SUITE-CON-BANNER-002: speeds match kit motion; patrol bounds; reduce snap; see qa/monorepo-test-cases.csv,Tested,0,high,Must stay aligned with kit motion (check-consumers / kit-align).; Open defects→Apps; see qa/defects.csv · Apps fixed a34f103; Phase5 regress green.,2026-09-25
CON-BANNER-003,Banner facing + place sync,As an operator the mark faces left/right correctly while traveling.,faceRef updates from travel direction; setFacing; place updates on arrive to scene.stage. Mascot receives facing for mirrored hood.,Facing flip spam; stage change during travel.,SUITE-CON-BANNER-003: left/right during travel; place label; see qa/monorepo-test-cases.csv,Tested,0,medium,Apps. Facing wins craft is Ports/adapters; console mascot uses local FRAMES.; source-level Phase3 (no Selenium/UI rewrite),2026-09-25
CON-MASCOT-001,Official lockup in banner,As an operator I always see the 5×3 ninja head as the single character.,Mascot/composeLockup renders three lines from scene emotion/action/blink; quiet chrome; tone from emotion. Spec body static eyes mutate.,Unknown emotion/action → curious/wait fallbacks via scene.ts.,SUITE-CON-MASCOT-001: 3 lines; blink swap; tone classes; see qa/monorepo-test-cases.csv,Tested,0,critical,Apps. Old F02. Mascot unnamed — never Casque (kit-align asserts).; source-level Phase3 (no Selenium/UI rewrite),2026-09-25
CON-MASCOT-002,Idle blink,As an operator I see him blink every ~8–14s while ready and online.,After ready && !offline: timeout 8000+random*6000 then blink true 150ms. Boot step2 also blinks once.,Offline stops; unmount clears timers; reduce still blinks after ready.,SUITE-CON-MASCOT-002: interval band; offline stops; cleanup; see qa/monorepo-test-cases.csv,Tested,0,medium,Apps. Old F03. Host timer — not kit constant.; source-level Phase3 (no Selenium/UI rewrite),2026-09-25
CON-CMD-001,Command list (START chips),As an operator I start work from visible commands.,START pairs: now brief todo plan pgeon ralph scene go. Buttons call run(cmd); stopPropagation vs page focus; ignored until ready.,Click during boot; refine badge separate.,SUITE-CON-CMD-001: eight chips; pre-ready noop; see qa/monorepo-test-cases.csv,Tested,0,high,Apps. Old F04 updated — scene/go added; pause removed.; source-level Phase3 (no Selenium/UI rewrite),2026-09-25
